,x,y,token
25024,19.861124,-11.736849,rawiri
25025,19.537777,-22.204227,pene
25026,-1.0892283,-20.422636,wiremu
25027,29.365473,-9.90194,lindsay
25028,13.581526,13.019499,lohan
25029,-12.646111,11.037161,conaughey
25030,4.8287377,-17.13819,hammerhead
25031,-16.627035,-13.689968,lining
25032,-28.508678,18.42958,lonelygirl
25033,-5.3091707,26.193398,affordable
25034,-6.4977517,-9.124173,biases
25035,-15.709179,-16.816525,edendale
25036,-6.007031,8.573882,vampyre
25037,-2.6016757,-2.3742402,scroll
25038,-33.317196,-8.870176,ujio
25039,3.0233545,-4.402025,jiro
25040,30.889877,12.112815,rintaro
25041,-29.099848,-21.94115,tenkai
25042,20.339241,-3.25543,ando
25043,2.6721954,1.6845516,shouzan
25044,-7.8545294,-8.168675,erasmus
25045,20.75275,8.219491,hawthorne
25046,15.63185,3.8869903,schofield
25047,7.89512,4.6240063,unsung
25048,-15.5087,12.073278,defaults
25049,-13.023016,12.480599,westerners
25050,30.103806,-5.9593287,aure
25051,28.354225,-5.368812,atika
25052,11.097236,6.8007336,esthetically
25053,14.623212,9.21528,composers
25054,19.886936,13.019288,gershwin
25055,-20.808905,1.6409309,parisien
25056,26.913275,0.82265234,caron
25057,11.629431,-1.8527025,seine
25058,-16.68038,8.243916,goonies
25059,1.5324919,22.34913,booger
25060,-22.091442,21.116432,blackest
25061,-8.548819,1.8141301,whiffs
25062,33.561043,-10.279448,liv
25063,2.7567816,30.116302,scruff
25064,-26.967344,24.84896,coif
25065,-9.856565,0.784826,disasters
25066,20.589672,-5.411497,angelika
25067,3.578339,-16.648726,jager
25068,-3.3502293,31.864122,hasty
25069,6.9802923,-4.0823636,johansson
25070,28.418335,-12.946335,lyman
25071,-2.172515,-18.034899,gated
25072,2.3168032,-28.566813,pigsty
25073,18.033691,-8.67395,della
25074,2.3342998,29.042439,bludgeon
25075,-20.345327,-9.311459,eeeeeeevil
25076,-13.149696,5.6589475,declined
25077,28.418419,-8.90158,hass
25078,-3.9579408,-21.757767,ruckus
25079,-11.696853,-18.95321,poops
25080,6.7771773,-25.81718,downstairs
25081,6.02688,-27.689465,petulantly
25082,-4.0337048,-13.519496,punks
25083,-11.256565,0.9096095,justifiable
25084,21.8062,-10.514371,haas
25085,21.475277,-14.174249,montford
25086,8.300752,10.056304,valseuses
25087,33.282295,6.144151,bertrand
25088,8.147438,2.136688,blier
25089,-33.104893,-10.390176,antiheroes
25090,29.746557,-11.498303,fossey
25091,18.475706,-15.040417,ment
25092,7.89101,-12.392762,frigid
25093,3.7374785,-9.902282,ange
25094,14.967103,-5.467536,miou
25095,-5.842798,-4.214533,exited
25096,-10.044449,9.734851,enlightened
25097,18.561209,-3.8184645,isabelle
25098,18.42221,-7.4658403,jeanne
25099,2.4133823,-20.904133,moreau
25100,3.955759,26.343882,dewaere
25101,5.492522,-1.6983109,pierrot
25102,2.1377437,-5.4721975,zorro
25103,34.937126,0.05026413,witney
25104,14.806306,-16.168127,diego
25105,27.117664,-5.9057846,sickel
25106,22.637724,-9.37982,yakima
25107,17.277128,-7.623045,canutt
25108,22.045528,29.604414,compactor
25109,-2.1082547,8.335329,mola
25110,-20.992825,23.363749,indy
25111,22.30983,23.330355,disarms
25112,0.3556682,-12.605268,lash
25113,-4.5557427,-16.749563,cantina
25114,34.071537,-4.8848586,rodriguez
25115,-29.676401,0.015611243,matin
25116,-11.496408,19.870363,unsees
25117,9.637123,25.992039,summarising
25118,29.961521,-7.2088823,krause
25119,28.663454,-10.520498,shadix
25120,3.1408947,-30.655455,dchen
25121,1.9407173,2.3085432,amick
25122,1.1044147,-11.044282,dickensian
25123,26.072227,-11.772542,lilly
25124,16.92399,-1.1467711,trinder
25125,6.60559,4.4567714,imelda
25126,6.687113,4.2551785,staunton
25127,29.433498,3.541296,sucksby
25128,13.376117,1.6127049,troughton
25129,-3.301212,18.251854,ibbs
25130,-16.47457,-17.646427,deported
25131,-10.034354,0.16396947,belgium
25132,20.309944,-15.392675,willard
25133,5.2580967,-3.5880134,hyuck
25134,31.916182,-6.806335,katz
25135,8.401194,22.859158,prowess
25136,11.43181,14.522191,headlong
25137,-9.676357,-6.8067455,reclaimed
25138,3.7501812,27.349407,piling
25139,3.9982572,2.2076006,scruffy
25140,-4.808611,-21.916004,squirrel
25141,14.307747,-19.045046,addled
25142,0.8090021,16.11415,feverish
25143,-9.32197,-0.35898718,bestowed
25144,-4.6406198,-7.5134983,capitalist
25145,-3.6512623,3.3724916,smear
25146,20.774727,22.669027,overplays
25147,-12.717561,-24.937836,hitching
25148,9.070204,17.238226,winking
25149,-9.104941,-11.086419,meaningfully
25150,-20.651814,15.376864,misused
25151,-16.240263,7.4205847,grindhouse
25152,-18.85316,3.3354619,afficionados
25153,-2.269836,39.34173,allright
25154,-0.9605138,12.77058,deceit
25155,-15.578544,-6.1812716,renewing
25156,-3.2593422,4.8546805,landmarks
25157,14.5408,-5.4195876,lakes
25158,26.455992,-11.685565,gorshin
25159,14.692759,5.2909026,malick
25160,10.668605,-1.780758,eickenberry
25161,17.923325,15.315406,outlasts
25162,21.28401,-25.268103,archangel
25163,13.190077,-12.969239,lief
25164,-2.0268767,22.614717,schmaltzy
25165,30.855423,-6.9189563,perkins
25166,-0.31794795,-12.345018,roping
25167,18.863518,-23.826504,fitzpatrick
25168,3.1288543,-12.737098,colorado
25169,12.043068,4.238809,bortz
25170,19.741528,21.358402,embodiment
25171,3.5777476,11.313052,zeitgeist
25172,-13.44983,4.9675326,humanities
25173,2.1432786,7.2799835,climbax
25174,-8.221268,-15.198024,sleeveless
25175,2.9535651,0.7535884,flannel
25176,17.942032,5.8834476,spicy
25177,-12.590301,-15.793993,roped
25178,-21.280224,-34.303677,yrs
25179,-41.98858,1.5730606,masten
25180,3.6663983,-42.065952,redesigned
25181,15.645612,-23.707968,albas
25182,-5.3135037,20.636051,pandering
25183,-3.8354273,-5.9469056,midlife
25184,-20.887537,-15.352061,hock
25185,-1.7262906,-39.591637,metacommentary
25186,19.28484,24.19118,departs
25187,-5.7457457,-8.13817,artifacts
25188,3.0576253,-24.44491,enclaves
25189,7.263768,8.587945,forman
25190,19.227186,-2.0484686,ragtime
25191,3.0380242,-0.009738589,snorting
25192,-32.051716,-13.883974,scotts
25193,-0.39529723,24.938332,actioner
25194,-8.545767,25.254917,deja
25195,-12.16644,-11.967351,shits
25196,8.194725,-1.1637268,mexicans
25197,8.298546,32.871426,introductory
25198,-28.522036,-8.365002,gasped
25199,11.184232,28.284521,rouben
25200,3.4033127,19.758957,mamoulian
25201,34.449993,-1.9927438,wynne
25202,-10.179851,1.0073062,campaigning
25203,4.2804313,3.5993657,coop
25204,-15.703818,-11.302109,captioning
25205,-21.166304,8.810846,wheelchairs
25206,-31.309835,13.035031,pelswick
25207,5.7994246,-15.349819,paraplegic
25208,-15.407708,-14.279572,armpits
25209,4.0446973,-8.983315,ntalented
25210,28.811047,-1.4900832,torme
25211,20.514605,-13.413186,borge
25212,24.800192,4.512066,leon
25213,0.85661554,16.20821,erroll
25214,3.9596305,20.074265,fore
25215,15.237726,-13.3872595,bloc
25216,21.361542,3.6820297,consummately
25217,17.35811,-5.015669,tantoo
25218,-13.313179,3.2222228,hillerman
25219,-22.551449,8.325886,slipped
25220,-8.376096,-5.0727267,scrubs
25221,8.258111,-17.26607,moneylender
25222,13.313625,-22.385756,forfeiter
25223,-10.844235,-7.374831,rejecting
25224,-3.1295395,-6.1092186,slices
25225,-3.2956426,22.254965,manageable
25226,6.24716,19.52023,lending
25227,11.7423115,-10.114721,venetian
25228,2.994732,13.167898,geto
25229,1.112673,-23.02109,usurer
25230,-37.761204,-2.8185782,ducats
25231,5.0504656,-4.407276,bassanio
25232,17.951193,3.9093347,portia
25233,-2.6802132,-13.990988,forfeiture
25234,28.415342,6.036812,gratiano
25235,1.0572534,-28.844881,nerissa
25236,0.6822734,-1.0370498,belmont
25237,5.107001,-0.0132395765,dank
25238,-2.9399505,-28.88356,alleyways
25239,2.330146,33.375244,repayment
25240,-22.939095,9.900983,intervene
25241,10.479795,9.626007,unpaid
25242,11.283577,3.5404003,analysts
25243,-18.90908,12.566402,debated
25244,-1.4453303,-5.2037864,elizabethan
25245,-17.913692,20.952778,indications
25246,-8.215415,6.1229014,adhere
25247,11.080701,9.480272,torah
25248,-3.041284,-17.742975,hath
25249,-17.874353,-2.5290253,tickle
25250,-13.4545965,13.53691,accumulated
25251,10.593178,12.924778,vigor
25252,3.7171621,5.448773,gentler
25253,-38.291874,11.362999,beneficiaries
25254,13.609761,-8.18547,overprotective
25255,10.461835,-10.310201,township
25256,33.6527,11.915991,kells
25257,2.3425016,-5.3120227,vikings
25258,5.591958,6.120948,illustrator
25259,-6.9823036,-4.730445,iona
25260,3.0022943,9.068987,illustration
25261,11.766892,-10.17119,sprite
25262,16.53408,-18.363426,aisling
25263,3.2324371,5.8342834,illustrations
25264,11.287875,22.77636,geometric
25265,17.537754,11.534289,wonderment
25266,13.979114,-6.0068903,reds
25267,2.1763709,-8.660431,viking
25268,5.635154,23.740807,unforgettably
25269,6.556871,5.402283,bombast
25270,23.663261,-17.335722,costanza
25271,-8.698848,-13.946179,setups
25272,-20.946154,1.4071568,kenan
25273,-0.46462268,-17.916399,rakeesha
25274,-9.783294,0.7402871,chaser
25275,-23.454334,0.7687963,blabbing
25276,-25.089096,-9.318771,podcast
25277,1.9500915,2.4204915,dott
25278,-27.51436,18.72068,offi
25279,-16.657095,3.8648548,tvm
25280,-5.4010735,29.959938,appearence
25281,-33.548042,10.89799,iti
25282,8.362289,17.044888,jars
25283,-26.212156,-20.596367,menopuasal
25284,-28.00442,-5.5091224,teeenage
25285,-28.103542,-0.61697215,paramount
25286,19.891676,-13.9169235,darryl
25287,19.589947,-14.42072,zanuck
25288,7.4851866,-3.5330548,cupid
25289,31.544645,-6.573217,carole
25290,26.58024,9.92379,flounders
25291,1.8828762,-28.550724,thieving
25292,-20.073055,-34.26522,crusty
25293,-10.582198,-16.246246,jewels
25294,-13.270236,-11.941218,gunfight
25295,6.424196,19.7027,divergence
25296,-28.626467,0.892496,colorized
25297,-2.301592,-19.366743,curls
25298,-20.924747,1.4947984,yikes
25299,23.909145,-0.49740914,oppenheimer
25300,-9.286994,-5.2965684,offing
25301,-28.721148,4.0494533,tinyurl
25302,-28.472681,3.8678243,znyyqhuzzah
25303,20.94479,-7.855804,blossoming
25304,-17.42695,-14.404937,entrenchments
25305,23.78765,1.2222489,spiegel
25306,-7.2174234,-8.808543,allies
25307,10.396681,-14.799867,hiker
25308,1.5736496,-27.127287,assaulted
25309,-9.442189,-15.014245,emo
25310,-10.547647,-16.14991,dock
25311,-3.4122202,30.409803,excution
25312,-7.9859753,4.6965923,saddened
25313,-6.8685784,-16.409624,snatcher
25314,-1.7458752,-20.726189,namib
25315,-1.8076952,-20.090343,disguising
25316,-15.338789,-16.857367,cork
25317,37.963837,2.957961,beuren
25318,-7.3046384,4.3736377,ethnicities
25319,-14.369207,10.364236,sens
25320,-12.034683,-4.8846874,unik
25321,9.197062,35.321873,sometines
25322,-8.530757,0.43980092,advertisement
25323,-9.395272,12.013585,zurich
25324,-22.563805,15.792884,elaborated
25325,-2.0872846,-21.84866,samir
25326,-3.0903733,-16.040411,rag
25327,-12.0701685,-8.051707,spore
25328,-19.082033,-15.834561,spores
25329,-0.1380692,0.6610203,containers
25330,-18.755508,-18.611609,disable
25331,9.002596,22.700764,encrypt
25332,13.825243,20.055058,mechanically
25333,7.444756,-2.4078205,totoro
25334,15.383432,-11.183715,nara
25335,18.860641,-8.445652,yuria
25336,12.164411,-15.613518,yearns
25337,4.6536527,11.3784275,forays
25338,-3.6213183,10.541172,bubble
25339,1.3668927,-16.029915,humanoid
25340,17.324215,-5.893198,tokoro
25341,10.822779,9.6937475,joji
25342,-9.625982,-11.745765,sosuke
25343,6.9716763,-5.541899,doi
25344,7.0185075,-5.0640955,hiroki
25345,10.116052,-3.8292289,yamaguchi
25346,10.270562,-4.3033214,tomoko
25347,10.229289,-3.2822282,koichi
25348,10.058847,-3.8829408,nagashima
25349,25.102041,7.809539,kazushige
25350,4.1062083,27.757816,painstakingly
25351,10.964665,-1.7783827,hans
25352,3.707132,8.892964,andersen
25353,5.516219,-41.779564,avenues
25354,-14.8362055,3.2496576,opted
25355,7.412674,-23.179392,christened
25356,2.7933226,-15.655667,walle
25357,-12.963767,14.554019,whichever
25358,-27.15772,-2.0089185,shoo
25359,-3.3654244,14.302634,bask
25360,22.224066,12.7132435,dudikoff
25361,-4.9777775,24.79018,hampered
25362,34.085854,6.031505,masayuki
25363,13.966377,9.162476,suo
25364,-15.949208,9.941016,sumo
25365,13.430981,10.716695,shiko
25366,13.495723,10.928431,funjatta
25367,-9.274912,33.95382,naoto
25368,6.736944,26.823084,takenaka
25369,8.437681,-28.180672,grazia
25370,18.506245,-2.4482057,golino
25371,-0.67161715,11.585308,bipolar
25372,8.7604685,-6.558382,bickers
25373,-18.551643,2.4068434,yell
25374,1.0443201,15.2406,begets
25375,16.382357,-23.075754,unfeeling
25376,9.1517725,36.69199,intermixed
25377,-2.2903779,26.093725,reinvents
25378,-13.323211,14.439707,disgard
25379,3.5080473,9.201122,aristocrats
25380,33.49496,-13.616841,highsmith
25381,-10.72417,-5.8650403,suing
25382,-4.55785,-0.80413973,emphasises
25383,2.6148028,-19.541143,isle
25384,3.734836,25.968494,suchlike
25385,-9.048401,-5.5987687,looming
25386,-18.072708,0.46162242,oooo
25387,1.7821536,9.165799,cryptically
25388,1.0433996,-29.385855,paedophilic
25389,-4.0963497,3.4240205,bracket
25390,-12.412765,5.8538375,teenish
25391,12.3267,12.722485,memento
25392,-24.558748,-17.024094,flippantly
25393,-6.9918513,23.48572,vary
25394,-7.368339,-14.807585,loch
25395,-1.8630886,-20.487148,monastery
25396,-18.325605,-10.534893,antichrist
25397,28.433699,6.448106,sleepwalks
25398,7.9475217,16.428299,spouts
25399,-14.02899,-16.258183,monks
25400,-6.460223,3.4949543,snoozefest
25401,14.149236,16.818445,medley
25402,-17.900234,29.870441,thoughout
25403,3.9781723,6.4231114,promotions
25404,22.306725,-2.0920799,clubbed
25405,-2.5682046,18.073112,loathing
25406,-5.903634,-16.728262,bouncers
25407,-22.643808,29.474005,blindspot
25408,-24.711136,7.1457553,correctos
25409,37.62905,-5.3,kaliedescope
25410,-15.506507,4.346981,rad
25411,-19.61598,4.1671805,misconception
25412,1.0711602,16.092628,brainwashing
25413,1.0851909,-1.9353037,pudding
25414,6.967783,27.722555,somber
25415,14.267717,-3.8220594,zealous
25416,1.7351819,4.930582,undertaking
25417,14.316831,-11.800733,welsh
25418,12.511154,-1.7757627,rekindled
25419,0.69765997,-18.727932,infidelities
25420,12.389196,-21.940563,hoovervilles
25421,6.459852,-9.6348095,administration
25422,16.907408,-11.64653,hooverville
25423,6.022208,34.252617,mug
25424,5.9182577,0.32289362,resorted
25425,-32.16749,-7.0278025,zing
25426,-37.274967,-5.5518174,insuperable
25427,19.802052,-7.5893383,connolly
25428,21.995789,-8.892806,rambeau
25429,6.3881936,24.397308,pitfalls
25430,25.575397,4.8858104,hohl
25431,-25.014046,7.3373504,wholeheartedly
25432,5.649717,19.312695,favours
25433,0.1880087,12.457143,allegiances
25434,-10.125541,-18.824806,wire
25435,16.310883,9.742379,villians
25436,-7.180619,-8.169196,castaways
25437,8.209649,-1.0702523,whacked
25438,-23.256767,5.3874764,friggin
25439,-12.338938,3.9342003,independently
25440,-4.5285516,-0.49952683,eventful
25441,4.647075,-7.186989,cappy
25442,-6.161261,-15.431345,bottomless
25443,3.8840828,-28.903095,reincarnated
25444,-11.931299,-16.633694,medallion
25445,2.2663937,10.961287,founding
25446,-8.627311,10.321871,excused
25447,-2.2844598,-26.29587,banished
25448,-16.450783,-1.9420862,hem
25449,-11.833092,10.851104,closure
25450,19.994602,-8.700016,beck
25451,-14.194901,-1.8099072,semester
25452,27.29554,-9.16011,pegs
25453,4.756567,-41.252796,retching
25454,26.185022,-10.34241,cathy
25455,26.233597,6.853027,podewell
25456,14.748718,-24.865717,virginal
25457,8.996879,2.1967995,amelia
25458,14.61188,1.5774399,kinkade
25459,1.9961759,-0.84366506,matron
25460,-17.970478,-17.643723,reanimate
25461,4.469183,22.45183,pompously
25462,-16.80275,23.921038,achievements
25463,-4.2427864,-29.579004,montpelier
25464,17.850943,17.209639,exasperation
25465,-3.0115316,14.561944,flocker
25466,-13.289927,-12.536612,constipation
25467,-1.8272731,9.414016,floridian
25468,25.345318,-14.722652,herschell
25469,29.978167,-8.630637,adler
25470,13.452966,-32.936073,janets
25471,7.103395,-2.9666967,twosome
25472,-3.1938944,5.456249,ithought
25473,-16.628654,-1.4052563,tosh
25474,0.36791468,-37.379997,jonesville
25475,-10.869959,12.34563,nutter
25476,16.581078,-9.576685,oakley
25477,3.6640546,-4.6498623,aristotle
25478,5.76898,-3.7733579,onassis
25479,12.225819,-15.320958,gossipy
25480,-20.251213,11.264773,whet
25481,-6.982231,-0.42717376,appetite
25482,0.5083322,16.532295,quirkiness
25483,23.023623,-12.633998,franciscus
25484,27.868013,-8.730447,jacqueline
25485,-0.9541643,-10.69443,shipping
25486,28.13548,-12.6467285,tomasis
25487,-23.501102,-1.3991916,newspapers
25488,9.701688,18.512283,wags
25489,7.036062,5.3799815,vigour
25490,-20.96834,17.261963,amounted
25491,-12.738018,3.8448362,rumours
25492,30.448025,13.415516,approving
25493,-28.677483,-21.387781,navarone
25494,6.2338924,-15.882308,marshals
25495,20.634207,6.092464,adequacy
25496,-7.6500673,-17.454224,toothy
25497,8.550739,-2.606287,ade
25498,13.684055,-7.7226725,merest
25499,-9.980157,5.878239,scratches
25500,-28.986294,-2.556104,edinburgh
25501,-25.008972,-21.373814,libertys
25502,-15.099873,-24.743456,bobbys
25503,-9.915551,-16.012814,lodgings
25504,-1.4712158,-13.737959,princes
25505,5.5282927,-6.4197383,raymar
25506,-8.096811,-22.008621,mudvayne
25507,12.907113,23.799911,blaring
25508,11.751134,9.126922,fruity
25509,14.997311,-22.185081,dora
25510,15.11006,-10.418463,hackbarth
25511,22.199316,23.86833,surname
25512,-14.796242,-1.5499297,timbrook
25513,-13.785017,-0.2399069,appease
25514,-17.328535,0.6656253,pervs
25515,-14.546273,-18.136782,carraway
25516,-32.19129,-0.8639256,starz
25517,-14.394647,-7.1843123,viewingyea
25518,-0.21272632,24.86013,docu
25519,-39.05548,-12.0096035,daiei
25520,-32.78719,-9.90887,samuari
25521,-37.126152,-0.53414017,samuarai
25522,-23.173409,-2.3726797,daimajin
25523,-5.115222,5.4639482,trampling
25524,-8.50747,-4.1403213,appliances
25525,-10.900737,-15.11327,toasters
25526,-1.4297602,9.014883,vacuum
25527,-7.498366,-2.5996835,cleaners
25528,25.927431,5.5516233,droid
25529,6.575617,-1.8424278,coils
25530,-6.755126,2.203266,braided
25531,-5.9562893,4.8983545,dork
25532,-19.302197,20.720009,porklips
25533,12.281567,-8.794838,doer
25534,-32.461544,8.186366,rhine
25535,21.815643,-14.075794,lillian
25536,25.433928,-1.0767664,hellman
25537,-7.155285,0.22194728,stirringly
25538,15.000824,6.3972816,dashiell
25539,14.500664,6.4597955,hammett
25540,7.2345057,5.072495,scholar
25541,14.051071,9.428413,affirms
25542,11.001279,23.11065,authorship
25543,15.757799,-22.44624,workhorse
25544,-6.990974,-2.699395,bushido
25545,-32.201073,-1.4667871,jackboots
25546,-26.933802,-1.8452029,toured
25547,-10.119964,-5.7813706,callously
25548,24.775856,-12.047411,franklin
25549,4.251991,6.643816,fdr
25550,-15.722121,8.556895,connived
25551,-8.58264,3.9091282,trivializing
25552,13.373119,4.66272,buchanan
25553,0.8811473,-21.652311,freshly
25554,-3.3250625,-6.803507,adolf
25555,-5.7953935,7.5283966,danzig
25556,9.222743,33.68255,giddily
25557,-5.345176,-7.2767878,engulfed
25558,3.6148186,-10.48827,chambers
25559,-10.173299,2.3141723,commenters
25560,5.162193,20.745878,sags
25561,1.707957,17.19915,vocabulary
25562,-9.183341,-16.212063,oppressors
25563,-5.702351,12.180057,sidelines
25564,-18.89089,-17.343239,actively
25565,-5.167762,-1.1371335,torturers
25566,-18.00112,12.977037,apolitical
25567,-9.737359,5.581418,kun
25568,2.6873426,-12.912389,dictatorship
25569,-2.2811067,9.853858,proletariat
25570,2.2827978,-6.6478624,outmoded
25571,7.633583,2.1950207,topple
25572,11.294279,-16.3612,horthy
25573,6.491262,-1.0880405,tyranny
25574,10.874905,-3.785956,daniell
25575,1.2013679,-17.7357,sardonically
25576,13.110542,-9.646518,wehrmacht
25577,-8.718474,-27.182714,disdains
25578,7.57634,-15.944483,phili
25579,9.162739,-2.506037,ramme
25580,14.833495,9.050001,rommel
25581,-4.8133864,4.02164,pragmatically
25582,-8.757274,-9.370838,abets
25583,9.215382,-11.743119,blecher
25584,6.2246847,0.26628116,scorns
25585,6.0807753,0.36595714,rumanian
25586,10.373996,-7.716612,teck
25587,5.004636,-3.147816,brancovis
25588,-8.696487,-9.320008,peddle
25589,10.877307,-24.515097,cuckold
25590,7.4205527,-10.827881,visa
25591,-5.079186,10.738651,shattering
25592,0.9681412,10.720436,convictions
25593,-13.020149,-2.7932284,scruples
25594,-15.227756,-7.645654,mercury
25595,21.007305,-5.2026024,coulouris
25596,-14.381325,-7.622957,hostess
25597,19.379078,4.496059,pallid
25598,-15.216748,-1.0039704,privileged
25599,-18.178522,-8.667832,moneyed
25600,0.922843,-18.482141,silently
25601,-5.1061,-9.179815,socialism
25602,0.47528642,24.384182,flourishes
25603,5.5060625,-7.8142195,pundit
25604,-8.723629,3.1510196,manicured
25605,-16.958887,-7.938318,grabbers
25606,-5.5529914,-10.345793,rebellions
25607,25.356583,3.8036208,staden
25608,6.973108,19.22219,balkan
25609,13.934401,-8.926378,personifies
25610,30.424002,0.15786563,izzard
25611,21.933191,-13.901963,watchmaker
25612,-25.074078,-9.254619,staes
25613,-6.7019033,21.861528,outlook
25614,-10.428024,0.35501787,afforded
25615,35.165802,1.2547697,florey
25616,13.81089,-15.44566,keyes
25617,-18.293715,16.299206,shone
25618,8.583502,7.318019,ballets
25619,4.1675215,6.853813,coupons
25620,30.534298,-8.267016,rutherford
25621,-11.850097,-6.559226,temperature
25622,-2.1680067,4.935473,rappin
25623,34.520668,-17.756,peebles
25624,16.997868,-12.826601,homeys
25625,-24.388096,7.4408264,medicinal
25626,2.1204116,10.720855,prescribed
25627,4.21844,-7.904814,glaucoma
25628,-19.907623,3.720332,responsibly
25629,23.311161,-10.107068,agar
25630,-14.363623,20.753841,necking
25631,-11.591493,5.1845703,mastication
25632,-1.0261097,-5.447512,corpulent
25633,11.925489,-9.844391,strobe
25634,-27.909554,1.8998624,shutter
25635,18.9118,3.8802166,devos
25636,-10.018251,3.1114564,dispelled
25637,0.98988885,10.771146,amorality
25638,-18.637724,-12.019933,babysitting
25639,-17.14013,-14.72174,cuddle
25640,-28.976315,12.609723,awed
25641,-7.6323557,0.99280363,trolls
25642,10.814403,22.747013,indisputably
25643,-24.171732,-21.750341,nap
25644,5.001509,10.145354,showcasing
25645,-2.1864805,16.445366,processes
25646,32.826393,-13.653918,barkin
25647,21.058468,2.5852447,peta
25648,-36.9456,16.176888,halestorm
25649,5.456557,-24.858103,congregations
25650,-34.5219,14.151846,nonlds
25651,9.40242,-0.692234,maine
25652,-23.958368,-21.772642,hike
25653,-5.416733,-18.71906,homicidal
25654,18.224972,-14.209496,blacktop
25655,-13.721427,-22.298239,speeding
25656,1.213949,3.929926,supervision
25657,-13.563598,28.829554,fairness
25658,-2.8519187,9.935247,overdrive
25659,1.890938,28.323124,snipped
25660,-0.9503344,24.98728,sprinkling
25661,-24.790087,-16.494894,rosselini
25662,-28.831478,-1.964677,starlight
25663,6.521751,17.78853,mismatched
25664,-24.135612,8.21316,thankful
25665,13.503976,-2.7623453,nominate
25666,-32.330025,12.849601,tartdate
25667,19.681921,-11.0853615,swain
25668,32.624893,-3.2917879,renfro
25669,27.653252,1.1783098,melanie
25670,13.395502,-5.621978,spoilersplotan
25671,-15.2812805,-19.068907,actingugh
25672,-30.342253,-15.091105,chars
25673,-13.316685,-23.268131,goremy
25674,3.7602575,31.81305,bludgeoning
25675,3.153633,31.89946,factorhahaha
25676,21.600422,-2.0398881,wooed
25677,-4.528815,2.7997215,smokers
25678,-25.215736,22.08082,plasters
25679,-6.5294065,15.194769,ethics
25680,19.64615,-12.086996,shannen
25681,9.769104,-1.2459425,doherty
25682,-0.66920465,26.729698,warred
25683,-29.074694,-1.3159258,partum
25684,-2.2924855,-28.849018,rattling
25685,28.359478,-4.096098,zucco
25686,-14.052791,-13.042997,plaid
25687,-0.7069776,9.70438,reefer
25688,-16.310116,27.621534,enlightening
25689,-6.491386,8.4414215,lecture
25690,-25.92401,-10.833756,mank
25691,-34.541214,-3.7156808,tapers
25692,-16.320265,-7.826766,captions
25693,2.4595177,3.121441,ignorantly
25694,20.01338,23.443516,paraded
25695,22.104473,20.095205,connects
25696,-7.2670856,-23.531315,crater
25697,16.09063,12.817441,unmistakably
25698,7.786675,17.320362,resistible
25699,-23.168997,-8.570827,layabouts
25700,-3.5562525,0.546359,plesiosaur
25701,-9.8229265,24.426846,imperfectly
25702,-8.733696,-8.857771,flaunt
25703,-1.8953071,20.347776,dullest
25704,-5.3482003,-0.14235842,tactic
25705,-22.800617,14.779706,kernel
25706,33.05195,6.2517667,novice
25707,-9.2248535,1.9988729,solipsism
25708,-12.840736,2.6530566,presumptive
25709,2.577997,24.008121,tortuously
25710,3.46205,12.817426,devotees
25711,3.401803,-11.317664,signposted
25712,-37.369923,12.002896,brags
25713,-11.155158,13.146137,apathetic
25714,0.15631758,-20.343067,recklessness
25715,25.744747,8.129138,layne
25716,31.891785,-10.420309,roebuck
25717,3.7407563,18.340967,potently
25718,24.721432,-5.5756507,madeleine
25719,25.68879,-7.8603234,constance
25720,10.231961,-11.88949,forslund
25721,23.924582,-10.637232,joshua
25722,24.982368,-8.23738,burkewaite
25723,16.5915,-15.636392,metzler
25724,5.4390945,-30.7612,deplores
25725,3.740059,18.704073,saddening
25726,20.601664,4.673778,srk
25727,1.1713866,25.7248,comically
25728,23.616673,15.445544,zubeidaa
25729,-13.752152,4.2087407,fiza
25730,31.067776,-9.340953,deepti
25731,12.778363,2.958082,boyish
25732,20.52726,13.045995,picturization
25733,-14.526439,-19.415234,aish
25734,-0.57002306,-18.836578,belonged
25735,-0.64424497,-5.6745687,tum
25736,-11.911739,32.476887,miley
25737,-0.22139022,28.491892,damroo
25738,-6.5073433,7.259873,bhaje
25739,5.6318808,4.776218,dil
25740,-27.723574,-12.704602,pukara
25741,-15.903305,9.733058,vampress
25742,-18.037243,21.803802,touchstone
25743,5.0748625,-17.122374,backtrack
25744,11.867231,-12.106482,burials
25745,-29.829262,-11.99605,melquiades
25746,-2.0488944,-13.929628,estrada
25747,28.778593,-11.115563,pesci
25748,-29.700134,-1.6917145,sxsw
25749,-1.4367472,-3.2741208,attendance
25750,7.423762,13.947562,grimaces
25751,6.541749,-7.508194,frantically
25752,-16.812098,-16.040165,syllables
25753,-23.27008,20.835367,compares
25754,29.00908,-25.168703,beefheart
25755,-0.12258988,34.2155,plural
25756,-5.304668,6.2739835,isak
25757,14.296301,15.0397835,tati
25758,-10.312351,14.403953,rappelle
25759,21.2407,-2.2111387,jacques
25760,4.6139483,20.427586,mime
25761,-2.4774585,26.913412,satirical
25762,-2.7226253,-8.991983,bureaucracy
25763,-32.377373,16.11474,tatiesque
25764,-4.523405,15.284264,objectivity
25765,-2.255203,31.229378,agonizingly
25766,-9.287222,-12.165907,charting
25767,-3.3302872,23.685825,comings
25768,-5.927208,-7.006222,bachelors
25769,-8.564596,23.52208,inventions
